date,Volume,Speed
2021-11-09 05:30:00+11:00,414.0,42.25627899169922
2021-11-09 05:45:00+11:00,625.0,33.2
2021-11-09 06:00:00+11:00,725.0,34.24093017578125
2021-11-09 06:15:00+11:00,863.0,25.741240119934083
2021-11-09 06:30:00+11:00,785.0,21.371007919311523
2021-11-09 06:45:00+11:00,879.0,27.293643061319987
2021-11-09 07:00:00+11:00,881.0,35.51209348042806
2021-11-09 07:15:00+11:00,885.0,35.73503875732422
2021-11-09 07:30:00+11:00,801.0,21.1671319325765
2021-11-09 07:45:00+11:00,676.0,17.515348688761392
2021-11-09 08:00:00+11:00,761.0,22.428992207845052
2021-11-09 08:15:00+11:00,796.0,29.66434122721354
2021-11-09 08:30:00+11:00,687.0,17.960000165303548
2021-11-09 08:45:00+11:00,737.0,24.600930150349935
2021-11-09 09:00:00+11:00,853.0,21.774263763427733
2021-11-09 09:15:00+11:00,806.0,25.743720626831056
2021-11-09 09:30:00+11:00,782.0,18.576589075724282
2021-11-09 09:45:00+11:00,674.0,23.492713292439777
2021-11-09 10:00:00+11:00,620.0,35.5
2021-11-09 10:15:00+11:00,599.0,23.274883778889976
2021-11-09 10:30:00+11:00,589.0,25.119379870096843
2021-11-09 10:45:00+11:00,526.0,20.107596842447915
2021-11-09 11:00:00+11:00,555.0,36.18155034383138
2021-11-09 11:15:00+11:00,565.0,28.666666666666668
2021-11-09 11:30:00+11:00,589.0,23.72558135986328
2021-11-09 11:45:00+11:00,624.0,26.387286885579428
2021-11-09 12:00:00+11:00,551.0,27.156588999430337
2021-11-09 12:15:00+11:00,586.0,27.504806264241537
2021-11-09 12:30:00+11:00,619.0,23.9258913675944
2021-11-09 12:45:00+11:00,602.0,26.942635599772135
2021-11-09 13:00:00+11:00,546.0,28.60449612935384
2021-11-09 13:15:00+11:00,616.0,22.198604583740234
2021-11-09 13:30:00+11:00,588.0,25.275193786621095
2021-11-09 13:45:00+11:00,532.0,34.17038739522298
2021-11-09 14:00:00+11:00,524.0,26.7062016805013
2021-11-09 14:15:00+11:00,535.0,38.42217076619466
2021-11-09 14:30:00+11:00,531.0,28.316744232177733
2021-11-09 14:45:00+11:00,564.0,36.4772087097168
2021-11-09 15:00:00+11:00,507.0,28.23627904256185
2021-11-09 15:15:00+11:00,590.0,35.808371988932294
2021-11-09 15:30:00+11:00,539.0,34.13906974792481
2021-11-09 15:45:00+11:00,586.0,26.078449503580728
2021-11-09 16:00:00+11:00,553.0,30.492092895507813
2021-11-09 16:15:00+11:00,623.0,34.0544184366862
2021-11-09 16:30:00+11:00,654.0,32.09751942952474
2021-11-09 16:45:00+11:00,608.0,25.663410822550457
2021-11-09 17:00:00+11:00,654.0,30.98186009724935
2021-11-09 17:15:00+11:00,643.0,35.33906987508138
2021-11-09 17:30:00+11:00,685.0,31.505891799926758
2021-11-09 17:45:00+11:00,628.0,27.701860427856445
2021-11-09 18:00:00+11:00,579.0,28.503986631120956
2021-11-09 18:15:00+11:00,604.0,25.391007741292317
2021-11-09 18:30:00+11:00,598.0,34.04217046101888
2021-11-09 18:45:00+11:00,549.0,29.976434071858723
2021-11-09 19:00:00+11:00,498.0,26.44341100056966
2021-11-09 19:15:00+11:00,433.0,40.500464884440106
2021-11-09 19:30:00+11:00,410.0,48.17643458048503
2021-11-09 19:45:00+11:00,374.0,34.366511535644534
2021-11-09 20:00:00+11:00,381.0,37.333333333333336
2021-11-09 20:15:00+11:00,356.0,32.76899210611979
2021-11-09 20:30:00+11:00,347.0,34.2
2021-11-09 20:45:00+11:00,355.0,34.370852661132815
2021-11-09 21:00:00+11:00,306.0,35.733333333333334
2021-11-09 21:15:00+11:00,374.0,37.75426355997721
2021-11-09 21:30:00+11:00,327.0,34.93751958211263
2021-11-09 21:45:00+11:00,287.0,39.842325592041014
2021-11-09 22:00:00+11:00,246.0,37.8
2021-11-09 22:15:00+11:00,211.0,40.67007751464844
2021-11-09 22:30:00+11:00,206.0,35.57581405639648
2021-11-09 22:45:00+11:00,164.0,41.0
2021-11-09 23:00:00+11:00,141.0,37.93333333333333
2021-11-09 23:15:00+11:00,133.0,41.86666666666667
2021-11-09 23:30:00+11:00,110.0,40.4
2021-11-09 23:45:00+11:00,83.0,39.068216959635414
2021-11-10 00:00:00+11:00,71.0,37.734108479817706
2021-11-10 00:15:00+11:00,58.0,39.035038757324216
2021-11-10 00:30:00+11:00,46.0,42.07348836263021
2021-11-10 00:45:00+11:00,49.0,42.0
2021-11-10 01:00:00+11:00,40.0,42.215658823649086
2021-11-10 01:15:00+11:00,47.0,40.6
2021-11-10 01:30:00+11:00,43.0,42.12558135986328
2021-11-10 01:45:00+11:00,29.0,42.0
2021-11-10 02:00:00+11:00,31.0,42.0
2021-11-10 02:15:00+11:00,28.0,42.0
2021-11-10 02:30:00+11:00,33.0,42.0
2021-11-10 02:45:00+11:00,26.0,42.0
2021-11-10 03:00:00+11:00,25.0,40.6145736694336
2021-11-10 03:15:00+11:00,33.0,42.0
2021-11-10 03:30:00+11:00,29.0,42.0
